Source_Node_ID,Target_Node_ID,Declarations,Reciprocal,Edge_Weight,Source_School,Source_Class
SCH-BPRESEC_1ARTS1_028,SCH-BPRESEC_1ARTS1_032,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_031,SCH-BPRESEC_1ARTS1_034,2,1,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_031,SCH-BPRESEC_1ARTS1_037,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_031,SCH-BPRESEC_1ARTS1_038,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_031,SCH-BPRESEC_1ARTS1_040,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_032,SCH-BPRESEC_1ARTS1_034,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_032,SCH-BPRESEC_1ARTS1_037,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_034,SCH-BPRESEC_1ARTS1_035,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_034,SCH-BPRESEC_1ARTS1_040,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_034,SCH-BPRESEC_1ARTS1_044,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_034,SCH-BPRESEC_1ARTS1_046,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_035,SCH-BPRESEC_1ARTS1_038,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_038,SCH-BPRESEC_1ARTS1_043,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_038,SCH-BPRESEC_1ARTS1_044,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_040,SCH-BPRESEC_1ARTS1_043,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_041,SCH-BPRESEC_1ARTS1_043,2,1,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_041,SCH-BPRESEC_1ARTS1_044,2,1,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS1_044,SCH-BPRESEC_1ARTS1_046,1,0,1.0,SCH-BPRESEC,1ARTS1
SCH-BPRESEC_1ARTS_003,SCH-BPRESEC_1ARTS_006,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_006,SCH-BPRESEC_1ARTS_009,2,1,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_006,SCH-BPRESEC_1ARTS_015,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_006,SCH-BPRESEC_1ARTS_039,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_009,SCH-BPRESEC_1ARTS_024,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_012,SCH-BPRESEC_1ARTS_015,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_012,SCH-BPRESEC_1ARTS_018,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_012,SCH-BPRESEC_1ARTS_021,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_015,SCH-BPRESEC_1ARTS_030,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_015,SCH-BPRESEC_1ARTS_036,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_018,SCH-BPRESEC_1ARTS_021,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_024,SCH-BPRESEC_1ARTS_027,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_024,SCH-BPRESEC_1ARTS_039,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_030,SCH-BPRESEC_1ARTS_036,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_036,SCH-BPRESEC_1ARTS_045,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_039,SCH-BPRESEC_1ARTS_042,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1ARTS_042,SCH-BPRESEC_1ARTS_045,1,0,1.0,SCH-BPRESEC,1ARTS
SCH-BPRESEC_1BUS_001,SCH-BPRESEC_1BUS_002,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_001,SCH-BPRESEC_1BUS_003,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_001,SCH-BPRESEC_1BUS_005,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_001,SCH-BPRESEC_1BUS_006,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_001,SCH-BPRESEC_1BUS_007,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_001,SCH-BPRESEC_1BUS_010,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_002,SCH-BPRESEC_1BUS_003,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_002,SCH-BPRESEC_1BUS_012,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_002,SCH-BPRESEC_1BUS_013,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_002,SCH-BPRESEC_1BUS_014,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_003,SCH-BPRESEC_1BUS_004,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_003,SCH-BPRESEC_1BUS_005,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_003,SCH-BPRESEC_1BUS_008,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_003,SCH-BPRESEC_1BUS_011,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_005,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_006,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_008,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_009,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_010,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_011,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_014,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_004,SCH-BPRESEC_1BUS_017,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_005,SCH-BPRESEC_1BUS_006,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_005,SCH-BPRESEC_1BUS_007,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_005,SCH-BPRESEC_1BUS_008,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_005,SCH-BPRESEC_1BUS_010,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_005,SCH-BPRESEC_1BUS_011,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_005,SCH-BPRESEC_1BUS_014,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_005,SCH-BPRESEC_1BUS_022,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_006,SCH-BPRESEC_1BUS_008,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_006,SCH-BPRESEC_1BUS_011,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_006,SCH-BPRESEC_1BUS_012,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_006,SCH-BPRESEC_1BUS_015,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_006,SCH-BPRESEC_1BUS_017,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_007,SCH-BPRESEC_1BUS_008,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_007,SCH-BPRESEC_1BUS_014,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_007,SCH-BPRESEC_1BUS_020,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_007,SCH-BPRESEC_1BUS_021,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_007,SCH-BPRESEC_1BUS_022,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_008,SCH-BPRESEC_1BUS_009,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_008,SCH-BPRESEC_1BUS_010,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_008,SCH-BPRESEC_1BUS_012,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_008,SCH-BPRESEC_1BUS_015,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_008,SCH-BPRESEC_1BUS_020,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_009,SCH-BPRESEC_1BUS_010,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_009,SCH-BPRESEC_1BUS_011,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_009,SCH-BPRESEC_1BUS_012,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_009,SCH-BPRESEC_1BUS_014,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_011,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_012,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_013,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_016,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_017,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_018,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_019,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_010,SCH-BPRESEC_1BUS_020,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_011,SCH-BPRESEC_1BUS_012,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_011,SCH-BPRESEC_1BUS_015,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_011,SCH-BPRESEC_1BUS_018,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_011,SCH-BPRESEC_1BUS_019,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_011,SCH-BPRESEC_1BUS_020,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_011,SCH-BPRESEC_1BUS_021,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_011,SCH-BPRESEC_1BUS_022,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_012,SCH-BPRESEC_1BUS_014,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_012,SCH-BPRESEC_1BUS_015,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_012,SCH-BPRESEC_1BUS_017,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_013,SCH-BPRESEC_1BUS_015,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_013,SCH-BPRESEC_1BUS_016,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_013,SCH-BPRESEC_1BUS_017,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_014,SCH-BPRESEC_1BUS_016,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_014,SCH-BPRESEC_1BUS_017,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_014,SCH-BPRESEC_1BUS_021,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_015,SCH-BPRESEC_1BUS_016,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_016,SCH-BPRESEC_1BUS_017,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_016,SCH-BPRESEC_1BUS_018,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_016,SCH-BPRESEC_1BUS_019,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_016,SCH-BPRESEC_1BUS_020,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_017,SCH-BPRESEC_1BUS_018,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_017,SCH-BPRESEC_1BUS_020,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_018,SCH-BPRESEC_1BUS_021,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_019,SCH-BPRESEC_1BUS_021,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_019,SCH-BPRESEC_1BUS_022,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_020,SCH-BPRESEC_1BUS_021,2,1,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_020,SCH-BPRESEC_1BUS_022,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_1BUS_021,SCH-BPRESEC_1BUS_022,1,0,1.0,SCH-BPRESEC,1BUS
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_002,2,1,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_004,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_005,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_008,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_010,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_011,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_012,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_014,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_017,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_018,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_019,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_020,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_021,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_023,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_024,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_028,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_001,SCH-BPRESEC_2VISUAL_029,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_003,2,1,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_008,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_011,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_012,2,1,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_017,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_018,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_019,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_020,2,1,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_021,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_022,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_024,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_025,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_026,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_002,SCH-BPRESEC_2VISUAL_029,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_003,SCH-BPRESEC_2VISUAL_004,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_003,SCH-BPRESEC_2VISUAL_005,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_003,SCH-BPRESEC_2VISUAL_010,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_003,SCH-BPRESEC_2VISUAL_011,1,0,1.0,SCH-BPRESEC,2VISUAL
SCH-BPRESEC_2VISUAL_003,SCH-BPRESEC_2VISUAL_013,1,0,1.0,SCH-BPRESEC,2VISUAL
